index,url,title,text,origin
776,,"إطلاق ""يوتيوب"" خاص بالأطفال ","
شركة غوغل عبر مدوّنة يوتيوب، عن إطلاق نسخة مخصصة للأطفال من تطبيق الفيديو الخاص بها ""يوتيوب""., وقالت غوغل بأن التطبيق الجديد هو أوّل تطبيق تبنيه الشركة من الصفر كي يكون موجّهًا للأطفال بشكل خاص، وقد تم تصميم التطبيق بحيث يكون استخدامه سهلًا وآمنًا بالنسبة للأطفال، حيث يتمتع بتصميم مُشرق ومُناسب للأطفال لاعتماده على الصور والأيقونات كبيرة الحجم والبحث الصوتي، إذ يستطيع الطفل الذي لا يستطيع الكتابة بشكل صحيح، البحث بسهولة عن العناوين المطلوبة., أما بالنسبة للمحتوى، يُقدم التطبيق المحتويات الملائمة للأطفال فقط وذلك وفق أربعة تصنيفات هي: البرامج، الموسيقى، التعليم، والاستكشاف., وقد تعاونت غوغل مع عدد من شركات الإنتاج لتوفير المحتوى المجاني الخاص بالأطفال من أفلام ومسلسلات وبرامج علمية متنوعة., ويُقدم التطبيق عددًا من ميّزات التحكّم للوالدين، مثل ميزة المؤقِّت الذي يقوم بتنبيه الطفل لإغلاق الجهاز بعد فترة مُعينة من المُشاهدة يُمكن للوالدين تحديدها. كما يحتوي على إعدادات خاصة بالصوت تتيح إغلاق الأصوات والموسيقى في الخلفية كي ينعم الوالدان بشيء من الهدوء., كما يوفر التطبيق مجموعة من إعدادات البحث التي تتيح للوالدين تحديد نتائج البحث التي يُمكن أن تظهر للطفل بمقاطع فيديو مُحددة متوفرة على الشاشة الرئيسية للتطبيق، ويُمكن إغلاق خاصية البحث نهائيًا., وذكرت الشركة بأن التطبيق سيتوفر للتحميل اليوم لأجهزة أندرويد و iOS عبر متجري غوغل بلاي وآبل في الولايات المتحدة",ANAD
777,,"""سناب شات"" تتيح دفع دولار لبث الرسائل مجدداً ","
""سناب شات"" التي اشتهرت بفضل رسائلها التي تمحى بعد بضع ثوان من الاطلاع عليها تقترح على مستخدميها في الولايات المتحدة دفع رسوم للحصول مجددا على رسائلهم., وكانت هذه الخدمة الأميركية الرائجة جدا في أوساط المراهقين قد قدمت قبل سنتين تقريبا خاصية تسمح بإعادة بث الرسائل مجانا لا يمكن استخدامها إلا مرة واحدة في اليوم لرسالة واحدة., ويثير هذا الوضع ""استياء بعض المستخدمين"" الذين ""يتلقون عدة رسائل ""سنابس"" في اليوم الواحد تستحق أن تبث مجددا""، بحسب ما كشفت الشركة الناشئة على مدونتها الرسمية., وبات من الممكن شراء ثلاث رسائل إضافية للبث مجددا في الولايات المتحدة بسعر 0.99 دولار.  وتندرج هذه الأداة الجديدة في سياق الجهود التي تبذلها ""سناب شات"" لكسب المزيد من الأموال. وهي بدأت العام الماضي تجرب عرض الإعلانات على شبكتها., وقد أطلقت ""سناب شات"" في العام 2011 وهي من بين الشركات الأكثر نجاحا في الولايات المتحدة التي لم تدرج بعد أسهمها في البورصة، وقد قدرت قيمتها في مايو بحوالي 15 مليار دولار مع مئات الملايين من المستخدمين في اليوم الواحد.  وبحسب بعض وسائل الإعلام، رفضت ""سناب شات"" قبل سنتين عرض شراء من ""فيسبوك"" في مقابل 3 مليارات دولار.",ANAD
778,,سناب شات يتخطى تويتر في عدد المستخدمين ,"
تطبيق التراسل المصور سناب شات منافسه تويتر من حيث عدد المُستخدمين الذين يستعملون الخدمة يوميًا، وذلك وفقًا لتقرير جديد نشرته وكالة بلومبرغ., وأشار التقرير إلى وصول عدد مُستخدمي تطبيق التراسل سناب شات البالغ من العمر 4 سنوات إلى 150 مليون مُستخدم يوميًا، الأمر الذي يجعله أكثر شعبية من تويتر من حيث عدد المُستخدمين النشطين يوميًا., وتشهد خدمة سناب شات نموًا سريعًا، ويعود ذلك إلى شعبية الخدمة بين جيل الشباب، وأشار التقرير إلى بلوغ عدد مُستخدمي التطبيق 110 ملايين مُستخدم يوميًا في شهر ديسمبر الماضي., وتمتلك خدمة تويتر، والتي تأسست في عام 2006، أقل من 140 مليون مستخدم يتفاعل يوميًا مع الخدمة، وذلك وفقًا لتقديرات المحللين في مسح أجرته بلومبرغ., وكانت خدمة التدوين المُصغرة تُعد أكبر شبكة اجتماعية بعد فيسبوك، لتتجاوزها منذ مدة تطبيقات أخرى تابعة لخدمة فيسبوك، بما في ذلك خدمة مشاركة الصور انستاغرام وخدمة التراسل الفوري واتساب., وتمتلك تويتر وفقًا لتقرير أرباحها الأخير 310 ملايين مُستخدم نشط شهريًا، ورغم عدم قيام الشركة بالكشف عن عدد مُستخدميها يوميًا، إلا أنها قامت في الربع الثالث بالإشارة إلى أن حوالي 44 في المئة من مُستخدميها الشهريين يستعملون الخدمة كل يوم., ولم تقم شركة تويتر بتحديث تلك الأرقام منذ ذلك الحين، مما قد يوحي بأن عدد المُستخدمين النشطين يوميًا يوزاي 136 مليون مُستخدم., وكان جاك دورسي الرئيس التنفيذي لتويتر قد أشار سابقًا إلى أن الرسائل على سناب شات مُعاصرة جدًا، واعترف دورسي بأن خدمة تويتر تبدو مربكة في بعض الأحيان ومنفرة للمُستخدمين، وأنه يعمل على محاولة إصلاح هذا الأمر., وتجدر الإشارة إلى قيام سناب شات بالسماح لمستخدميه بإرسال صور السيلفي ومقاطع الفيديو القصيرة المرفقة بالشرح، كما سمحت للمُستخدمين باستعمال الفلاتر الخاصة بالخدمة من أجل تبديل الوجوه في الصور وتحويلها إلى أشكال مُختلفة., ويشجع التطبيق مُستخدميه على استعماله عن طريق طرحهم للمميزات الجديدة بشكل مُستمر مثل ميزة Snapstreak التي تقوم بحساب عدد الأيام المتلاحقة التي قام المُستخدم فيها بالتواصل مع أصدقائه المُقربين.",ANAD
779,,للمجتمع الافتراضي قواعد سلوكية ولياقات خاصة ,"
العالم الافتراضي شديد الحضور في حياة الإنسان، وبات يشكل مجتمعا قائما بذاته يفرض قواعد اجتماعية خاصة وآدابا سلوكية ينبغي مراعاتها., هل يقبل الموظف طلب مديره إضافته على ""فيسبوك""؟ هل ينبغي أن ينشر المستخدم صور زواج صديقه على صفحته؟ هل يعيد المستخدم نشر رسالة من صفحة صديقه؟ أسئلة كثيرة باتت تؤرق مستخدمي مواقع التواصل الاجتماعي حول كيفية التعامل بلياقة في العالم الافتراضي., ويقول ستيفن بيترو، مؤلف كتيب حول آداب السلوك الاجتماعي الافتراضي: ""لقد باتت التكنولوجيا مصدر قلق""., ولذلك وضع كتيبه الذي يوضح فيه ما يراه قواعد مناسبة للسلوك، فهو مثلا ينصح بألا تظهر كل أسماء المرسل إليهم أو عناوينهم البريدية في الرسائل المرسلة إلى مجموعة من الناس، وكذلك يوصي بألا تنشر صور لأشخاص آخرين في حفل زفاف مثلا، قبل الاستئذان منهم., ويوضح بيترو أن ""الأصل في ذلك أن نعود إلى القواعد الأساسية: الاحترام واللياقة والأدب""., وبات استخدام مواقع التواصل الاجتماعي، مثل ""فيسبوك""، يطرح مشكلات في اللياقة، فالرسائل التي تعلن حالة وفاة أو ولادة أو خطوبة في عائلة من شأنها أن تسبب الإحراج مع أفراد من العائلة الواسعة والبعيدة، الذين لم يتم الاتصال بهم ليحضروا المناسبة., ورغم أن مستخدم الـ""فيسبوك"" يمكنه أن يحدد خصوصية عالية لحسابه، فإنه في بعض الحالات يقوم أصدقاء مقربون منه بإعادة نشر ما كان نشره، مسببين له الإحراج من دون أن يدركوا ذلك، بحسب إميلي يوفي، الخبيرة في المعلوماتية., وتؤكد يوفي أنه ""لا يمكن التحكم في الرسالة بعد أن تنشر فعلا""، ولذلك فهي توصي بألا ينشر المستخدم شيئا لا يرغب في أن يكون معلنا للجميع., ومن جهته، يشير بيترو إلى أمور أخرى يراها غريبة، مثل أن يضغط البعض ""أعجبني"" (""لايك"") على إعلان وفاة أو خبر سيئ آخر., ويضيف: ""المقصود من ذلك ليس أن الخبر أعجب المستخدم، ولكن هي إشارة منه إلى أنه اطلع على الرسالة، ولكن اعتقد أنه ينبغي في هذه الحالات كتابة عبارة ما أيضا لتوضيح هذا القصد""., في بعض الأحيان، يرسل المديرون طلب صداقة لحسابات موظفيهم على ""فسيبوك""، ما قد يسبب إحراجاً للموظف. وفي هذه الحالات ينصح بيترو أن يبقى المديرون بعيدين عن حسابات موظفيهم، ولذلك يوصي الموظفين بأن يقترحوا مقابل ذلك الإضافة على مواقع أخرى ذات اهتمامات مهنية مثل ""لينكدلن""., ومن جهته، يشرح دانيال بوست سينينغ، الذي وضع كتاباً حول هذا الموضوع العام الماضي، أن ""التكنولوجيا غيرت حياة الناس، وبات الناس مثلا يهتمون بمن هم بعيدون عنهم على حساب من هم قريبون""، موصياً بأن يتحلى المرء بإرادة الانفصال عن الإنترنت وإطفاء الهاتف النقال أو جهاز الكمبيوتر., وتتيح مواقع التواصل أن تنتشر الرسائل بسرعة فائقة، مسببة مشكلات كبيرة لا يمكن تداركها في بعض الأحيان., وفي هذا السياق، تذكر يوفي أن ""هناك أشخاصاً فقدوا أعمالهم بسبب تغريدات على ""تويتر"" اعتبرت غير مناسبة"" وانتشرت بسرعة كبيرة., يذكر أن اللياقات الافتراضية الإلكترونية دخلت مؤخراً على معهد ""اميلي بوست"" الذي يعنى منذ نصف قرن بالتدريب على قواعد السلوك., وفي الآونة الأخيرة، أثارت شركة الخطوط الجوية الهولندية استياء واسعا حين غردت على ""تويتر"": ""أديوس أميغوس"" أي ""إلى اللقاء يا أصدقاء"" باللغة الإسبانية، ساخرةً من هزيمة المكسيك أمام هولندا في مباريات كأس العالم لكرة القدم. وقد عادت الشركة الهولندية وقدمت اعتذاراتها، لكن الضرر كان قد وقع، وعلى نطاق واسع.",ANAD
780,,فيسبوك تشتري شركة تسهل وصول الإنترنت للمناطق الفقيرة ,"
شركة ""فيسبوك"" على بريتي""Pryte""، وهي شركة فنلندية تهدف إلى تسهيل وصول المستخدمين في المناطق الفقيرة من العالم إلى الإنترنت، وذلك من دون الحاجة إلى الحصول على اشتراكات طويلة الأمد لدى شركات الاتصالات., ومن دون أن تكشف عن التفاصيل المالية للصفقة، أوضحت المتحدثة باسم ""فيسبوك""، فانيسا تشان، أن ""فيسبوك"" مهتمة في المقام الأول بالفريق العامل لدى بريتي والمكون من 30 موظفاً، والذي يقوده الرئيس التنفيذي، ماركو ميكلينين., وقالت تشان إن الشركة التي تتخذ من العاصمة الفنلندية، هلسنكي مقراً لها والتي لم يتجاوز عمرها العام، تملك تجربة قيمة وعلاقات مع مشغلي خدمات الإنترنت اللاسلكي حول العالم، وخاصة في الأسواق الناشئة., وتأتي عملية استحواذ فيسبوك على بريتي، في إطار جهودها لإنجاز مهمة توفير الاتصال بالإنترنت للمستخدمين في المناطق النائية من العالم., وكانت ""فيسبوك"" قد أطلقت في شهر أغسطس من العام الماضي مبادرة Internet.org التي تهدف إلى استخدام الطائرات من دون طيار، والأقمار الصناعية، وأشعة الليزر لجعل الوصول إلى الإنترنت متاحاً بأسعار معقولة.",ANAD
781,,عبر الدموع.. نظارات تراقب قياس السكر بالدم ,"
علماء برازيليون وأميركيون مستشعرًا بيولوجيًا قائمًا على النظارات قادرًا على قياس مستويات السكر في الدم من خلال دموع الشخص، ما يوفر اختبارًا أقل تدخلاً لمرضى السكري., هذا ويجب مراقبة مستويات الجلوكوز بشكل متكرر لدى المصابين بداء السكري، وهو مرض يصيب 62 مليون شخص في الأمريكتين و 380 مليون شخص في جميع أنحاء العالم., ووفقًا لمنظمة الصحة العالمية (WHO)، فإن مرض السكري قد ارتفع بشكل مثير للقلق في العقود الأخيرة، مع زيادة أسرع في البلدان المنخفضة والمتوسطة الدخل، ويمكن أن يؤثر على 580 مليون شخص بحلول عام 2035., ويستخدم العديد من الأشخاص المصابين بهذا المرض جهاز قياس السكر في الدم لقياس مستويات السكر عن طريق وخز أطراف أصابعهم للحصول على عينة دم., لكن يمكن لهذه العملية أن تكون مؤلمة وتعرض صاحبها لخطر العدوى، وذلك تبعًا إلى أنها تتكرر عدة مرات في اليوم., ويستطيع المستشعر الحيوي المطور تحديد إنزيم يسمى الجلوكوز أوكسيديز، المستخدم للكشف عن الجلوكوز الحر في سوائل الجسم، في الدموع، مما يلغي الحاجة إلى وخز الإصبع., وتعد أجهزة الاستشعار البيولوجي قادرة على قياس التفاعلات البيولوجية أو الكيميائية وتوليد إشارة تتناسب مع تركيز مادة معينة., ويتم تصميمها واستخدامها بشكل متزايد لتسريع نتائج الاختبارات المعملية، ومراقبة الظروف الصحية، وتشخيص الأمراض والوقاية منها، حتى في بعض البلدان النامية مثل البرازيل., وثبط باحثون من معهد ساو كارلوس للفيزياء بجامعة ساو باولو، إلى جانب علماء من قسم الهندسة النانوية بجامعة كاليفورنيا، إنزيم الجلوكوز أوكسيديز على قطب كهربائي مقترن بدارة مع تدفق مستمر من الإلكترونات، وثبتوا بعد ذلك الجهاز على النظارات., هذا ويجب على المستخدم إنتاج الدموع من خلال تعريض عيونهم لمادة حساسة للعين تحفز الغدة الدمعية., وعندما تتلامس الدموع مع إنزيم الجلوكوز أوكسيديز، فإنه يغير من تدفق الإلكترونات، مما ينتج عنه إشارة يتم تسجيلها ومعالجتها بواسطة الجهاز المثبت في النظارات، والذي يرسل بدوره النتائج في الوقت الحقيقي إلى جهاز حاسب أو هاتف ذكي., وبصرف النظر عن أن العملية غير مؤلمة، فإن جهاز الاستشعار البيولوجي يمكن أن يقلل من خطر العدوى لدى الأشخاص الذين يستخدمون أجهزة قياس السكر بشكل متكرر., يذكر أن فوائد أجهزة الاستشعار الحيوية لتحسين نوعية الحياة وصحة الإنسان معروفة منذ فترة طويلة، فإنه لا يزال الطريق طويلاً إلى أن يتم إنتاج هذه الأجهزة وتسويقها على نطاق واسع في بلدان مثل البرازيل., ولدى هذه الأجهزة إمكانات كبيرة في تشخيص الأمراض المهملة والوقاية منها في البلدان النامية أو حتى الاضطرابات الوراثية التي يمكن تشخيصها بعد فترة وجيزة أو حتى قبل الولادة.",ANAD
782,,كيف يمكنك إلغاء قفل هاتف أندرويد باستخدام ساعتك الذكية؟ ,"
نظام التشغيل أندرويد ميزة أمان تُسمى (القفل الذكي) Smart Lock، تقدم لك مجموعة متنوعة من الخيارات لإبقاء هاتفك مقفلًا في ظروف آمنة تحدّدها أنت سابقًا. قد يغفل الكثير من مستخدمي هواتف أندرويد عن هذه الميزة ولكنها مفيدة جدًا حيث تقدم لك نوعًا من التوازن بين الأمن والراحة أثناء استخدام هاتفك., يمكنك تفعيل هذه الميزة في أي هاتف أندرويد حديث للحصول على طرق جديدة لتأمين الهاتف أو إلغاء قفله بمزيد من الراحة، منها: القدرة على فتح هاتف عبر ساعتك الذكية أو أي جهاز آخر متصل به عبر البلوتوث. كما يمكنك ضبط الهاتف ليبقى مفتوحًا في بعض الأوضاع والأماكن الموثوقة، أو يطلب منك رقم التعريف الشخصي أو كلمة المرور أو المصادقة البيومترية ليفتح في باقي الأوضاع. , سنستعرض اليوم كيفية إعداد ميزة (Smart Lock) في هاتف أندرويد لاستخدامها مع ساعتك الذكية، أو أي جهاز متصل به عبر البلوتوث لإلغاء قفله:, تتضمن ميزة (Smart Lock) 3 خيارات، هي:• الخيار الأول: (اكتشاف الجهاز أثناء حمله) On body detection، وهو يعني أن هاتفك سيظل مفتوحًا ما دمت تحمله في يديك، بهذه الطريقة، إذا فتحت الهاتف لاستخدامه ومن ثم وضعته في حقيبتك أو جيبك أثناء السير، فلن تضطر إلى إلغاء قفله عندما تحمله في المرّة المقبلة. ولكن في أي وقت يكون فيه هاتفك موضوعًا في مكان بعيد عنك، أو لم تحمله من مكانه لفترة فسيُطلب منك المصادقة من جديد., • الخيار الثاني: (الأماكن الموثوقة) Trusted places، يعتبر هذا الخيار هو الأفضل في ميزة القفل الذكي حيث يتيح لك إضافة موقع – مثل: المنزل أو مكان العمل – سيظل فيه الهاتف مفتوحًا، وبمجرد مغادرته يطلب منك المصادقة لإلغاء قفله., • الخيار الثالث: (الأجهزة الموثوقة) Trusted devices يتيح لك إضافة جهاز موثوق به سيظل هاتفك مفتوحًا عندما يكون قريبًا منه أو متصلاً به عبر البلوتوث، مثل: ساعتك الذكية، أو نظام البلوتوث في سيارتك., لتفعيل هذه الميزة واستخدامها مع ساعتك الذكية يمكنك اتباع الخطوات التالية:• انتقل إلى الإعدادات في هاتفك الذي يعمل بنظام التشغيل أندرويد.• اضغط على خيار (الأمان) Security.• اضغط على خيار (القفل الذكي) Smart Lock.• سيطلب منك إدخال رمز المرور الخاصة بهاتفك، وهي خطوة مطلوبة لتفعيل الميزة، لذلك إذا كنت تعتمد على ميزة بصمة الإصبع أو التعرف على الوجه فقط لتأمين هاتفك، فيجب عليك إضافة رمز مرور أيضًا., • بمجرد إدخال رمز مرور الهاتف؛ ستظهر لك الثلاث خيارات المذكورة سابقًا،لإضافة ساعتك الذكية؛ اضغط على خيار (الأجهزة الموثوقة) Trusted devices.• اضغط على خيار (إضافة جهاز موثوق به) Add Trusted Device في الزاوية السفلية اليسرى.• اختر ساعتك الذكية من بين أجهزة البلوتوث المقترنة بهاتفك، إذا كانت لا تظهر في القائمة فقد تحتاج إلى تفعيل البلوتوث، أو إعادة مزامنة الساعة مع الهاتف مرة أخرى.• ستظهر لك رسالة تطلب منك تأكيد اختيارك، اضغط على خيار (نعم؛ أضف) Yes Add.• بمجرد الانتهاء من هذه الخطوات؛ عندما يتصل هاتفك بساعتك الذكية سيظل مفتوحًا.",ANAD
783,,"طرد 583 مليون ""فيسبوكي"" مزيف وشطب 837 مليون اقحام متسلل ","
الدولة ""الفيسبوكية"" من أرجائها في الأشهر الستة الماضية، أكثر من 583 مليون ""مهاجر"" غير شرعي، تسللوا إليها عبر السنين بأسماء وهويات مزيفة وانتحاليات، وفتحوا فيها حسابات مزورة، وفقاً للوارد بأول تقرير إحصائي عن المطرودين والمشطوبين، أعدته إدارة الموقع البالغ عدد مشتركيه أكثر من مليارين و190 مليون ""فيسبوكي"" شرعي وأصيل., في التقرير اعترف الموقع الذي تأسس قبل 14 سنة، أن ""نسبة 3 إلى 4% من الحسابات الشرعية الناشطة، أي تقريبا 43 مليونا على الأقل، هي مزيفة"" وكان أصحابها المنتحلون أسماء وهويات اخترعوها أو نسبوها لأنفسهم، يبحرون في الموقع بلا حسيب ورقيب، وفقا لما تلخص ""العربية.نت"" من الوارد عن التقرير بصحيفة ""التايمز"" البريطانية، عدد اليوم الأربعاء، وفيه أن الموقع شطب مليارا و560 مليونا من ""المزعجات"" المعروفة إلكترونيا باسم Spam أو الرسائل ""الإقحامية"" المشاكسة لأعصاب المشتركين., بين أكتوبر ومارس الماضيين، ألغى الموقع 583 مليون حساب مزيف، إضافة إلى 837 مليون رسالة ومنشور ""غير مرغوب فيها"" مع شطب أكثر من 21 مليون منشور ""جنسي"" وصورة إباحية خادشة، إلى جانب 3 ملايين و500 ألف محتوى عنيف ومليونين و500 ألف خطاب منطو على العنصرية والكراهية، إلا أنه لم يتطرق في تقريره إلى عدد الذين أطلعوا فيه على ""اللامرغوب"" من الرسائل المزعجة والمنشورات والإباحيات، وهم بمئات الملايين تقديرا., وارد في تقرير Facebook أيضا، أن 2 إلى 3% من حسابات المطرودين من الموقع مزيفة، ونسبة 6 إلى 10% هي ""ازدواجية"" أي أن صاحب الحساب الشرعي يملك في الوقت نفسه حسابا مزيفا وانتحالي الطراز، أو ربما أكثر، وأن التعرف إلى طبيعة هذه الحسابات تم وفقا لما تستنتجه ""العربية.نت"" من تعابير التقرير عبر ""أدوات الموقع الذكية وبواسطتها""، في إشارة إلى أن ""فيسبوك"" لم يعتمد على أي جهة سواه ليكتشف المزيف والمنتحل من الحسابات، وفي الفيديو المرفق مزيد من المعلومات., أما ""المزعجات"" والإقحاميات من الرسائل والمنشورات، فعلم بها الموقع من البلاغات التي تلقاها من مشتركيه الشرعيين والأصيلين، كما ضبطت بعضها أيضا ""أدوات"" الموقع الذي قام بالطرد والشطب والإلغاء ""من باب زيادة الشفافية في العمل، لأن نشر هذه المعلومات يساعد في التطوير والتحسين"" على حد تعبير غاي روزن، رئيس إدارة المنتجات في ""فيسبوك"" العامل فيه 26 ألف موظف. أما إيراداته فبلغت العام الماضي 40 مليارا و653 مليون دولار، أرباحها الصافية أقل بقليل من 16 مليارا، وهو إلى مزيد بالربح والإيراد.",ANAD
784,,إطلاق روبوت ياباني يقوم بتنظيف شاشة الهاتف الذكي ,"
, طرحت شركة يابانية تُدعى ""Takara Tomy"" جهازاً جديداً على شكل روبوت صغير، أطلقت عليه اسم ""Auto Mee S""، يُستخدم في تنظيف وتلميع كافة أنواع الشاشات اللمسية بطريقة سهلة وسلسة، بدلاً من الطرق التقليدية المستخدمة حالياً في تنظيف شاشات الهواتف الذكية أو الحواسيب اللوحية أو الأجهزة المحمولة الشخصية وغيرها من الشاشات الداعمة لتقنية اللمس والمعرضة للاتساخ إما عن طريق بصمات الإصبع أو تلويثها بأي بقع أو أتربة وأغبرة تضر بالجهاز., واستوحت الشركة المتخصصة في صناعة ألعاب الأطفال فكرة جهاز ""الروبوت المنظف"" من فكرة المكنسة الروبوتية ""رومبا""، والتي تأتي على شكل لعبة صغيرة، لكنها في الوقت ذاته تؤدي نفس مهام المكنسة ""رومبا""، ليس في تنظيف زوايا الغرف والأرضيات، بل في تنظيف الشاشات اللمسية وتلميعها، بطريقة تحول دون تسرب أي سوائل للمكونات الإلكترونية الداخلية للجهاز، على عكس الطرق العادية المتبعة في إزالة البقع والأتربة التي تُشوه مظهر الشاشة., ويعمل جهاز ""Auto Mee S"" ببطارية واحدة من نوع ""AA""، قادرة على العمل لمدة ثلاث ساعات، ومزود بمستشعر تُمكنه من التعرف على أطراف شاشة الجهاز النقال ومن ثم تغيير الاتجاه، كي تحميه من السقوط أثناء عملية التنظيف، ويحتوي على وسادتين من الداخل لإزالة البقع وحتى الشحوم المحتمل سقوطها أثناء تناول الطعام على سبيل المثال، وثلاث عجلات صغيرة جداً، تُمكنه من التحرك بحرية وسرعة وسلاسة على الشاشة., يستغرق الجهاز 4 دقائق لإتمام عملية تنظيف شاشة الهاتف الذكي، بينما تتضاعف المدة لدى الحاسب اللوحي لتصل إلى 8 دقائق، ليحصل المستخدم على جهاز نظيف تماماً. يبلغ وزن الجهاز بدون بطاريات 82 غرام، وبأبعاد 730×380×730 مم., وتخطط الشركة طرحه بالأسواق اليابانية في 28 مارس/ آذار المقبل من العام الجاري بسعر 1575 ين ياباني ""حوالي 12.7 يورو"".",ANAD
785,,"آلاف الأوروبيين يطلبون سحب معلوماتهم من ""غوغل"" ","
موقع ""غوغل"" في يوم واحد، الجمعة، 12 ألف طلب من أوروبيين يريدون سحب معلومات شخصية تتعلق بهم من محركات البحث التابعة لعملاق المعلوماتية الأميركي، على ما أكد متحدث باسم المجموعة في ألمانيا، السبت، لوكالة ""فرانس برس""., وكانت ""غوغل"" قد أتاحت للأوروبيين، اعتبارا من مساء الخميس، إمكانية سحب معلومات خاصة بهم عن نتائج محركاتها للبحث عبر الإنترنت، تنفيذا لقرار قضائي صادر عن محكمة العدل الأوروبية في منتصف مايو., واعتبر القضاء الأوروبي في 13 مايو أن للأفراد الحق في إلغاء روابط على صفحات تتضمن معلومات شخصية عنهم من نتائج بحث، خصوصا إذا ما كانت هذه المعلومات قديمة العهد أو غير دقيقة، وذلك عبر التوجه مباشرة إلى ""غوغل""., وسيتم درس هذه الطلبات في وقت لاحق، كل واحدة على حدة، ولن تعالج بصورة تلقائية بحسب ""غوغل""., ولم تعط المجموعة أي تقديرات بشأن الوقت الذي سيستغرقه سحب هذه الروابط عن نتائج البحث في الموقع، مشيرة إلى أن هذا الأمر سيعتمد بشكل أساسي على التثبت من أحقية الطلب أو عدمه., ويأتي هذا ""الحق في النسيان"" على الإنترنت، ردا على تنامي القلق لدى مستخدمي الإنترنت على خصوصيتهم وبشكل أساسي في أوروبا، حيث يسود حذر كبير إزاء الولايات المتحدة عموما، وموقع ""غوغل"" على وجه التحديد.",ANAD
786,,إليك 5 أدوات مجانية لدمج صورك بسهولة! ,"
العديد من الأسباب التي قد تجعلك ترغب في دمج الصور معاً، ومع ذلك ليس عليك أن تكون محترفاً في تحرير الصور، حيث يمكنك استخدام الأدوات المجانية المتوفرة عبر الإنترنت لدمج صورك بسهولة., إليك 5 أدوات مجانية تساعدك في دمج الصور عبر الإنترنت بسهولة:, تتيح لك أداة PineTools دمج عدة صور في صورة واحدة بسرعة وسهولة، وذلك من خلال تحميل كل صورة على حدة، ثم استخدام أدوات التكبير أو التحريك لكل منها إذا أردت، ثم اختيار دمج الصور بجانب بعضها إما عموديًا أو أفقيًا., كما يمكنك تحرير الصورة، مثل: التكبير أو الاقتصاص، أو وضع حد للصورة المدمجة، واستخدام شريط التمرير لتحديد إطار الصورة، واختيار اللون، بمجرد الانتهاء اضغط على خيار (دمج) Merge لرؤية النتيجة النهائية، من هنا يمكنك تنزيل الصورة بتنسيق PNG أو JPB أو BMP., تتيح لك أداة IMGonline دمج صورتين في صورة واحدة مع إعدادات إضافية لجعل صورتك النهائية مثالية، كل ما عليك فعله هو تحميل كل صورة على حدة واختيار الوضع المناسب سواء رأسي أو أفقي., ومن ثم يمكنك استخدام الإعدادات لضبط الصورة، مثل: الضبط التلقائي للأحجام بحيث تتناسب الصور مع بعضها، أو يمكنك الحفاظ على حجم صورك كما هي، أو تدويرها إذا لزم الأمر، بمجرد الانتهاء يمكنك تحديد التنسيق الذي ترغب فيه، وتحديد ما إذا كنت تريد نسخ البيانات الوصفية من الصورة الأولى، ثم انقر على خيار (موافق) Ok., تتيح لك أداة OnlineConvertFree طريقة سهلة للغاية لدمج الصور كل ما عليك القيام به هو تحميل كل صورة، واختيار وضع الصورة سواء أفقي أو رأسي، وضبط الحجم، بالإضافة إلى ذلك يمكنك استخدام ميزات إضافية، مثل: القص أو التدوير، ثم اختيار تنسيق الصورة من القائمة المنسدلة، وبمجرد الانتهاء اضغط على زر (حفظ) Save لتنزيل الصورة المدمجة الخاصة بك., تتيح لك أداة (PhotoFunny) دمج صورتين في صورة واحدة، وإذا كنت ترغب في المزيد من التأثيرات في الصورتين اللتين تريد دمجهما، فيمكنك الاختيار من بين قوالب جاهزة لصورك المدمجة., كل ما عليك فعله هو تحديد السِمة التي تريدها ثم تحميل صورك، حيث يمكنك تحديد المربعات لإضافة نص أو ضبط الصور أو إضافة فلتر، ثم اضغط على خيار (التالي) Next، وبناءً على السِمة والخيارات التي اخترتها ستظهر لك الصورة المدمجة، وبمجرد الانتهاء اضغط على خيار (تنزيل) Download للحصول على الصورة بتنسيق JPG., تتيح لك أداة Photo Joiner دمج الصور بطريقة أكثر احترافية وذلك من خلا توفيرها لأداة تحرير تُسمى (Editing Screen) حتى تتمكن من متابعة عملية التغييرات في وقتها الحقيقي، كل ما عليك فعله هو الضغط على زر (إضافة صور) Add Images في أعلى الجهة اليمنى من الشاشة ثم اختيار الصور من المجلد الموجود في الحاسوب., وسيتم عرض الصور في الجانب الأيمن من الشاشة لكي تسحبها إلى لوحة التحرير، وهذا سيتيح لك ترتيبها بالطريقة التي تريدها، وإذا كنت بحاجة إلى تدوير صورة معينة أو قلبها أو تكبيرها فحددها ثم اضغط على أيقونة العين., بمجرد أن تصبح صورك جاهزة، يمكنك استخدام الإعدادات الموجودة في يسار لوحة التحرير لاختيار حجم الصورة النهائية وأبعادها، كما يوجد إعدادات أخرى في الجهة اليسرى من الشاشة لإضافة نص أو تغيير وضع الصورة إلى أفقي أو رأسي أو يمكنك الضغط على خيار (Facebook) لإنشاء غلاف مخصص لحسابك الشخصي.",ANAD
